32917,43943,42091,47302,42320,46266,41270,38806,41523,38459,40445,41307,37878,43794,37063,43251
39208,46521,40872,41124,45259,41509,39203,42401,38672,41138,39986,42353,38946,43612,38640,43605
42501,40783,46234,41273,38314,43281,38959,41939,39447,42179,41449,39920,38858,37882,40489,37416
45500,40516,44870,41908,38391,41698,39158,43386,40306,36652,42946,36029,39879,37169,39753,38160
40560,44372,39483,43952,41283,37975,43364,37002,41357,36183,38149,40574,36443,41817,36224,36209
44829,41859,45472,40956,38383,44870,41518,38944,41469,36466,37627,38293,35427,40931,36015,35551
45637,41248,40281,43038,39559,44822,40317,38771,38751,35099,37090,38006,34883,39353,33448,40030
41114,40067,41344,39903,43328,41060,39158,44574,36476,38665,36478,38168,35586,34897,36624,34664
45730,37953,45466,42829,39686,39507,44474,40560,35092,38212,35984,33465,36426,34464,37311,36298
39711,45360,38940,38919,43768,38507,39173,44178,36730,33671,38799,32887,37991,36168,32688,38525
