3432,4103,4393,4554,4772,4794,4778,4751,4824,4964,4755,4751,4750,4767,4911,4941
4110,4547,4747,4896,4831,4929,4941,4967,4825,4942,4875,4904,4869,4928,4871,4949
4373,4776,4852,4937,4830,4824,4789,4896,4798,4895,4728,4888,4826,4889,4856,4947
4630,4818,4930,4852,4868,4948,4935,4967,4819,4830,4822,4855,4812,4824,4821,4838
4679,4897,4794,4856,4925,4842,4879,4940,4787,4799,4811,4800,4816,4812,4775,4793
4788,4846,4799,4952,4935,4883,4895,4868,4800,4776,4773,4719,4806,4804,4796,4761
4785,4816,4836,4920,4938,4855,4894,4927,4798,4786,4793,4805,4788,4789,4796,4811
4797,4809,4920,4925,4930,4844,4856,4880,4817,4822,4825,4783,4804,4814,4815,4813
4821,4791,4934,4951,4955,4842,4773,4865,4820,4829,4822,4826,4805,4831,4842,4844
4842,4842,4863,4925,4912,4844,4852,4857,4803,4813,4807,4758,4818,4818,4835,4792
