24770,38295,39458,39526,39534,39669,39158,38757,38637,42612,39916,37398,37376,43945,39053,38116
34435,41898,40333,40016,39169,44560,41538,38639,38228,37271,40860,36789,42097,40544,35730,37527
39775,45679,40148,38628,37859,43513,39312,36419,43051,38287,38554,36157,36232,37321,39193,36724
39606,45038,40258,39610,37913,42675,39396,38447,36835,40557,38201,35544,35552,36477,38399,36303
39928,39174,44046,39818,39175,37567,38971,40575,36905,35315,37039,39970,35875,35878,38652,35869
38090,39222,45491,40421,37863,39119,38911,38405,40725,35720,36368,39157,35321,35164,33215,34489
43583,39391,39558,38556,39145,39115,44418,39120,35068,34135,37517,35774,33608,34459,37062,35432
39533,39289,38873,39671,42979,39858,38847,38484,34450,38306,36292,33092,32906,33773,35704,33163
38966,41563,42232,39408,39226,39154,38889,38569,38418,33080,34357,36704,32453,33257,31510,37115
38903,37659,38896,38542,39178,37701,44122,40081,33250,32362,38611,33302,31822,33252,36030,33607
