29962,39356,39443,40657,39064,40059,38438,38044,38413,37837,39572,37099,37288,38428,36302,37805
38875,41030,40280,40423,39425,39095,38457,38335,38147,37269,39211,36551,37058,37818,35719,37457
39477,40434,39629,38691,37678,38960,38524,36399,37637,36677,38638,36118,36242,37472,35242,36724
39527,39820,38545,39883,37702,37243,38294,38334,37064,36142,38051,35550,35713,36559,34632,36201
39821,39642,38931,38905,39266,37167,38503,36302,36236,35600,37509,34917,35261,36238,34176,35579
38642,39336,39589,38737,37648,38901,38563,38275,35885,35095,36944,34432,34692,35627,33658,34903
39420,39643,39615,38584,39028,38833,38645,37867,35506,34585,36376,33880,34047,35052,33066,34369
39870,39258,38824,39514,37710,38856,38225,38287,34993,34202,35911,33482,33662,34519,32665,33897
39567,37375,39581,39323,39168,39010,38666,38353,34615,33741,35481,33029,33108,34106,32318,33894
39241,39372,38866,38458,38977,37443,38623,38379,33818,33266,34960,32459,32839,34113,32318,33907
